no,content_id,title,content_type_id,area_code,si_gun_gu_code,first_image1,first_image2,map_level,latitude,longitude,tel,addr1,addr2,homepage,overview
26161,3111659,홀리 하이 on 남이섬,15,32,13.0,http://tong.visitkorea.or.kr/cms/resource/52/3111652_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3111652_image3_1.jpg,6,37.7963208193,127.5255090138,031-580-8015,강원특별자치도 춘천시 남산면 남이섬길 1,남이섬 오스테이지,,
26133,3304549,인제 캠프레이크 페스티벌,15,32,10.0,http://tong.visitkorea.or.kr/cms/resource/48/3304548_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3304548_image3_1.jpg,6,37.9978025552,128.0985258679,033-460-8900,강원특별자치도 인제군 남면 부평리,555-2,,
26093,2766000,나오라쇼,15,32,9.0,http://tong.visitkorea.or.kr/cms/resource/48/3352448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3352448_image3_1.jpg,6,37.3671760904,127.8235611717,033-748-4860,강원특별자치도 원주시 소금산길 127,나오라쇼 공연장,,
26156,1019702,하늬팜 라벤더축제,15,32,2.0,http://tong.visitkorea.or.kr/cms/resource/34/3302634_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3302634_image3_1.jpg,6,38.3485066617,128.4152556855,033-681-0005,강원특별자치도 고성군 간성읍 꽃대마을길 175,,,
26152,1831344,평창더위사냥축제,15,32,15.0,http://tong.visitkorea.or.kr/cms/resource/38/3330038_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/3330038_image3_1.JPG,6,37.503263807,128.4507450191,033-334-2277,강원특별자치도 평창군 해뜰마을길 49-7,(대화면) 더위사냥축제장,,
26148,142228,태백 해바라기축제,15,32,14.0,http://tong.visitkorea.or.kr/cms/resource/45/1936345_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1936345_image3_1.jpg,6,37.2069499483,128.9896000402,010-3371-2000,강원특별자치도 태백시 구와우길 38-20,(황지동),,
26086,421977,고성통일명태축제,15,32,2.0,http://tong.visitkorea.or.kr/cms/resource/97/2621897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2621897_image2_1.jpg,6,38.4398023173,128.4541909408,033-682-8008,강원특별자치도 고성군 거진읍 해오름해변길 125,,,
26101,3113165,동해항 크랩킹 페스타,15,32,3.0,http://tong.visitkorea.or.kr/cms/resource/43/3116243_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/3116243_image3_1.JPG,6,37.4736529755,129.1516135241,033-532-1945,강원특별자치도 동해시 추암동,,,
26116,2996726,소(牛)맥 프리미엄 페스티벌,15,32,18.0,http://tong.visitkorea.or.kr/cms/resource/23/3336523_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3336523_image3_1.jpg,6,37.5353676907,127.9700513414,010-5360-1608,강원특별자치도 횡성군 공근면 매곡리,318-7,,
26080,3011891,강원키즈트리엔날레2023,15,32,15.0,http://tong.visitkorea.or.kr/cms/resource/79/3011879_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3011879_image3_1.jpg,6,37.6321731505,128.5565177097,033-240-1373,강원특별자치도 평창군 진부면 경강로 3554,,,
26104,3115680,라빈드라나트 타고르 탄생 163주년 기념식,15,32,13.0,http://tong.visitkorea.or.kr/cms/resource/72/3115672_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/72/3115672_image3_1.png,6,37.7963208193,127.5255090138,031-580-8015,강원특별자치도 춘천시 남산면 남이섬길 1,,,
26127,1402009,원주 댄싱카니발,15,32,9.0,http://tong.visitkorea.or.kr/cms/resource/60/3354460_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/3354460_image3_1.JPG,6,37.3363874827,127.9464176429,033-760-9882~6,강원특별자치도 원주시 단구로 170,(명륜동),,
26135,3114561,전천축제,15,32,3.0,http://tong.visitkorea.or.kr/cms/resource/57/3114557_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3114557_image3_1.jpg,6,37.48362891,129.1161413943,033-530-2580,강원특별자치도 동해시 동해대로 4898-5 (나안동),,,
26099,581063,동강뗏목축제,15,32,8.0,http://tong.visitkorea.or.kr/cms/resource/13/3334613_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3334613_image3_1.jpg,6,37.1792348549,128.4694252109,033-375-6353,강원특별자치도 영월군 영월읍 하송리,61-19 영월동강둔치일원,,
26150,2819807,평창 휴[休] 콘서트,15,32,15.0,,,6,37.4264993838,128.3946856968,010-2814-1055,강원특별자치도 평창군 방림면 서동로 1339,,,
26076,2926577,강릉와인축제,15,32,1.0,http://tong.visitkorea.or.kr/cms/resource/27/3019027_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3019027_image3_1.jpg,6,37.7558321116,128.8976276267,033-647-6802,강원특별자치도 강릉시 경강로 2111 (임당동),강릉 월화거리,,
26178,3115337,2024년 원주시 반려동물 문화행사(다함께 펫밀리),15,32,9.0,http://tong.visitkorea.or.kr/cms/resource/29/3115329_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/29/3115329_image3_1.png,6,37.3442507202,127.9602217239,033-737-4441~443,강원특별자치도 원주시 봉산동,899-2번지 일원,,
26141,1062519,철원 화강 다슬기축제,15,32,12.0,http://tong.visitkorea.or.kr/cms/resource/90/3335090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3335090_image3_1.jpg,6,38.2500991293,127.4120642932,033-452-3600,강원특별자치도 철원군 김화읍 청양로 651,,,
26110,2493939,삼척 장미축제,15,32,4.0,http://tong.visitkorea.or.kr/cms/resource/27/2493927_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/27/2493927_image2_1.JPG,6,37.4337163979,129.1767013966,033-570-3081,강원특별자치도 삼척시 정상동,232번지,,
26106,3304231,무릉별유천지 라벤더축제,15,32,3.0,http://tong.visitkorea.or.kr/cms/resource/43/3330743_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/3330743_image3_1.JPG,6,37.4760087233,129.0330712952,033-532-1945,강원특별자치도 동해시 이기로 97 (삼화동),,,
26087,3015842,고요콘서트 GOYOCON,15,32,2.0,http://tong.visitkorea.or.kr/cms/resource/37/3015837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3015837_image3_1.jpg,6,38.2264358406,128.4699434022,070-4185-4524,강원특별자치도 고성군 토성면 화암사길 100,,,
26176,590921,2024 평창대관령음악제,15,32,15.0,http://tong.visitkorea.or.kr/cms/resource/23/3335923_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/23/3335923_image3_1.png,6,37.6609136479,128.6685317384,033-240-1361,강원특별자치도 평창군 솔봉로 325 알펜시아 리조트,,,
26105,2543724,명주인형극제,15,32,1.0,http://tong.visitkorea.or.kr/cms/resource/67/3333767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3333767_image3_1.jpg,6,37.7504520359,128.8903006749,033-648-3533,강원특별자치도 강릉시 경강로2021번길 9-1 명주예술마당,,,
26181,2843892,2024원주옥상영화제,15,32,9.0,http://tong.visitkorea.or.kr/cms/resource/65/3350765_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3350765_image3_1.jpg,6,37.3247979621,127.9898307316,,강원특별자치도 원주시 세계로 10 한국관광공사,본관 5층,,
26078,2597638,강원n 홍천 산나물축제,15,32,16.0,http://tong.visitkorea.or.kr/cms/resource/99/3301599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3301599_image3_1.jpg,6,37.6894650682,127.8934981666,033-439-5864,강원특별자치도 홍천군 홍천읍 갈마곡리,,,
26114,1718491,설악문화제,15,32,5.0,http://tong.visitkorea.or.kr/cms/resource/82/3013282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3013282_image3_1.jpg,6,38.1909366408,128.5844618782,033-636-0670,강원특별자치도 속초시 조양동,1546-1,,
26591,1967853,원주 치악산을 중심으로 문화탐방길,25,32,9.0,http://tong.visitkorea.or.kr/cms/resource/28/738228_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/738228_image3_1.jpg,4,37.3334448765,128.0268771388,,,,,
26594,2679577,유유자적 평창 즐기기,25,32,15.0,,,6,37.7189028985,128.6029831025,,강원특별자치도 평창군 진부면 오대산로 176,,,
26628,2716753,함백산 만항재,25,32,11.0,http://tong.visitkorea.or.kr/cms/resource/42/2716642_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2716642_image3_1.jpg,5,0.0,0.0,,,,,
26541,2722479,바람 솔솔 부는 용굴촛대바위길따라 삼척의 깨끗함에 물들다!,25,32,4.0,http://tong.visitkorea.or.kr/cms/resource/18/2617018_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2617018_image3_1.jpg,6,37.3264090504,129.0212519227,,강원특별자치도 삼척시 신기면 환선로 800,,,
26580,2022060,영월의 국수사랑 삼시세끼 코스,25,32,8.0,http://tong.visitkorea.or.kr/cms/resource/05/2005005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2005005_image3_1.jpg,6,37.1303695203,128.5363650997,,,,,
26515,1853412,금강송과 동굴을 찾아가는 자연주의 여행,25,32,4.0,http://tong.visitkorea.or.kr/cms/resource/11/1434211_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1434211_image3_1.jpg,5,37.4442597832,129.0423047744,,,,,
26587,2514011,운치있는 가을바다와 천곡동굴에서의 체험학습,25,32,3.0,http://tong.visitkorea.or.kr/cms/resource/82/187182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/187182_image3_1.jpg,5,37.4787553003,129.1585099712,,,,,
26537,1853825,미술작품과 자연 속에서 즐기는 힐링 여행,25,32,6.0,http://tong.visitkorea.or.kr/cms/resource/48/771948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/771948_image3_1.jpg,5,38.2270042241,127.9836293634,,,,,
26586,2390099,올 여름 무더위는 강원도의 시원한 트래킹으로 이기자.,25,32,4.0,http://tong.visitkorea.or.kr/cms/resource/40/2022240_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2022240_image3_1.jpg,6,37.1789207992,129.0395158733,,,,,
26629,2807088,"해파랑길(고성, 속초 구간)",25,32,2.0,http://tong.visitkorea.or.kr/cms/resource/96/2716496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2716496_image3_1.jpg,5,0.0,0.0,,,,,
26505,2569693,"고성, 생태의 보물창고, ‘소똥령마을’",25,32,2.0,http://tong.visitkorea.or.kr/cms/resource/07/2567707_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2567707_image3_1.jpg,6,38.331630176,128.3802760671,,,,,
26570,1871431,아이들과 쉽고 즐겁게 떠나는 숲 여행,25,32,18.0,http://tong.visitkorea.or.kr/cms/resource/39/2553939_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2553939_image2_1.jpg,8,37.4192736479,128.1643816619,,,,,
26501,1960926,강원도의 자연과 문학여행,25,32,18.0,http://tong.visitkorea.or.kr/cms/resource/65/607765_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/607765_image3_1.jpg,4,37.5225141217,128.291911539,,,,,
26552,2537160,새 봄의 시작은 물 맑고 산 높은 화천에서! [웰촌],25,32,17.0,,,5,38.0670304086,127.6455289496,,,,,
26510,1853824,국토 정중앙에서 동족상잔의 비극을 만나다,25,32,6.0,http://tong.visitkorea.or.kr/cms/resource/32/771932_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/771932_image3_1.jpg,5,38.069023514,128.0296438648,,,,,
26516,2672836,"깊은 산, 계곡으로 탐험여행 간다",25,32,15.0,http://tong.visitkorea.or.kr/cms/resource/69/2014069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2014069_image3_1.jpg,6,37.3139915832,128.4707572069,,강원특별자치도 평창군 미탄면 동막골길 122,,,
26614,2569645,"철원, 평화롭게 ‘두루미 자는 버들골’",25,32,12.0,http://tong.visitkorea.or.kr/cms/resource/16/1976416_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1976416_image2_1.jpg,6,38.2831185874,127.321463288,,,,,
26634,2569730,"화천, 향기로운 ‘산약초 마을’ 힐링 여행",25,32,17.0,http://tong.visitkorea.or.kr/cms/resource/76/2567676_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2567676_image3_1.jpg,6,38.1605548367,127.6042632575,,,,,
26584,1871380,오감만족 평창 봉평 여행,25,32,15.0,http://tong.visitkorea.or.kr/cms/resource/59/191559_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/191559_image3_1.jpg,5,37.62578663,128.350975337,,,,,
26502,2569813,걷고 걸어 짜릿한 순간에 이르다,25,32,12.0,http://tong.visitkorea.or.kr/cms/resource/83/2567283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2567283_image3_1.jpg,6,38.2403050273,127.2182962522,,,,,
26561,2987565,"숲의 속삭임, 바다의 읊조림에 귀기울여 보는 감성 충만 코스!",25,32,6.0,http://tong.visitkorea.or.kr/cms/resource/27/2921627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2921627_image3_1.jpg,6,38.1306932194,127.9828295908,,강원특별자치도 양구군 한반도섬길 76,,,
26504,2569553,"고성, 보랏빛 향기따라 왕곡마을과 하늬라벤더팜",25,32,2.0,http://tong.visitkorea.or.kr/cms/resource/16/175016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/175016_image3_1.jpg,6,38.3402259423,128.5001537656,,,,,
26498,1968948,강원도 태백시 힐링여행 코스,25,32,4.0,http://tong.visitkorea.or.kr/cms/resource/70/1955370_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1955370_image3_1.jpg,5,37.1802985577,129.0466485278,,,,,
26495,1979622,강원도 고성의 송지호 캠핑장,25,32,2.0,http://tong.visitkorea.or.kr/cms/resource/22/1813522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1813522_image3_1.jpg,6,38.3428008983,128.5133247077,,,,,
26517,2987535,낭만은 짜릿하다! 낭만과 스릴을 동시에 만나는 드라이브 코스,25,32,17.0,http://tong.visitkorea.or.kr/cms/resource/42/2607542_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2607542_image3_1.jpg,6,38.1306706374,127.8165586479,,강원특별자치도 화천군 호음로 1293,,,
26638,2514873,"(강릉~고성) 풍경 따라 맛 따라, 7번 국도 드라이브",25,32,1.0,,,5,37.8688291195,128.8451594122,,,,,
26583,1855145,옛 뗏목꾼들의 노래 소리를 들어볼까?,25,32,11.0,http://tong.visitkorea.or.kr/cms/resource/55/175655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/175655_image3_1.jpg,5,37.4781357955,128.7223102329,,,,,
26542,2381551,백두대간이 숨겨놓은 숲과 계곡을 찾아서,25,32,10.0,http://tong.visitkorea.or.kr/cms/resource/19/1928819_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1928819_image3_1.jpg,6,38.0627908299,128.1717144581,,,,,
26618,2716748,춘천 의암호반길,25,32,13.0,http://tong.visitkorea.or.kr/cms/resource/79/2716679_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2716679_image3_1.jpg,5,0.0,0.0,,,,,
26590,1967843,원주 시내탐방 코스,25,32,9.0,http://tong.visitkorea.or.kr/cms/resource/08/754908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/754908_image3_1.jpg,4,37.347814016,127.9504947193,,,,,
26623,2700295,풍광이 눈부시게 어우러지는 동해의 서피비치코스,25,32,7.0,http://tong.visitkorea.or.kr/cms/resource/37/2649037_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2649037_image3_1.jpg,6,38.1246313546,128.6301764637,,강원특별자치도 양양군 강현면 낙산사로 100,,,
26564,2511700,시원한 동해의 낭만 강릉여행 [웰촌],25,32,1.0,,,6,37.824514771,128.843283178,,,,,
26546,1871414,분단과 평화의 의미를 되새겨보는 특별한 하루,25,32,17.0,http://tong.visitkorea.or.kr/cms/resource/70/1139970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1139970_image3_1.jpg,6,38.182295773,127.8485513888,,,,,
26601,2569786,자연그대로 자연스러운 자연 속으로,25,32,6.0,http://tong.visitkorea.or.kr/cms/resource/47/1955347_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1955347_image3_1.jpg,6,38.1040990654,127.9811972135,,,,,
26488,1871375,가족들을 위한 알짜배기 태백여행,25,32,14.0,,,7,37.1438475098,128.7746822584,,,,,
26609,2569820,지금 여기로 이어진 역사를 만나다,25,32,17.0,http://tong.visitkorea.or.kr/cms/resource/86/772786_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/772786_image3_1.jpg,6,38.0937977461,127.6998120813,,,,,
26531,1853434,맑고 깨끗한 삼척의 바다를 즐기다,25,32,4.0,http://tong.visitkorea.or.kr/cms/resource/23/1046023_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1046023_image3_1.jpg,6,37.3230642108,129.2662412377,,,,,
26528,2717122,"동해안일주해안도로(양양), 등뼈를 타고 달리다!",25,32,7.0,http://tong.visitkorea.or.kr/cms/resource/66/2716366_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2716366_image3_1.jpg,5,0.0,0.0,,,,,
26555,1855123,선녀를 찾아 십이선녀탕을 가볼까?,25,32,10.0,http://tong.visitkorea.or.kr/cms/resource/08/1583408_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1583408_image3_1.jpg,5,38.1187070138,128.3413167667,,,,,
26576,1853958,양양에서 만나는 유서 깊은 문화유산,25,32,7.0,http://tong.visitkorea.or.kr/cms/resource/89/1185889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1185889_image3_1.jpg,5,38.0867946957,128.6615081346,,,,,
26512,1855153,굽이치는 한탄강의 절경을 만나다,25,32,12.0,http://tong.visitkorea.or.kr/cms/resource/02/1136202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1136202_image3_1.jpg,5,38.1401770847,127.3277141782,,,,,
26625,1853853,한계령에서 주전골까지 설악산의 비경을 만나다,25,32,7.0,http://tong.visitkorea.or.kr/cms/resource/06/182106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/182106_image3_1.jpg,5,38.0975551653,128.406047648,,,,,
26568,1853385,심산계곡과 고찰을 찾아 떠나는 여행,25,32,2.0,http://tong.visitkorea.or.kr/cms/resource/77/573577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/573577_image3_1.jpg,6,38.3309830044,128.3790123137,,,,,
26582,2987542,예술과 자연을 하나의 작품으로 만나는 여행 코스,25,32,12.0,http://tong.visitkorea.or.kr/cms/resource/50/2675250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2675250_image2_1.jpg,6,38.1872292046,127.2889996684,,강원특별자치도 철원군 태봉로 1825 철원군시설관리사업소,,,
26617,2672348,춘천 명물 닭갈비 먹으러 고고싱!,25,32,13.0,http://tong.visitkorea.or.kr/cms/resource/05/2365605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2365605_image3_1.jpg,6,37.8781372367,127.7255661644,,강원특별자치도 춘천시 명동길 34,(중앙로2가),,
26522,2361009,동굴과 해안 포구가 빚어내는 환상의 앙상블,25,32,4.0,http://tong.visitkorea.or.kr/cms/resource/22/1581522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1581522_image3_1.jpg,6,37.4745058135,129.1597155498,,,,,
26567,2385664,신사임당과 허난설헌을 낳은 고장 강릉에 가다,25,32,1.0,http://tong.visitkorea.or.kr/cms/resource/65/1581365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1581365_image3_1.jpg,6,37.7787651808,128.8776814918,,,,,
26508,1853384,고성의 독특한 전통문화를 즐기다,25,32,2.0,http://tong.visitkorea.or.kr/cms/resource/98/217598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/217598_image3_1.jpg,5,38.2266414284,128.4728486874,,,,,
26630,2047668,향긋한 봄을 먹다.,25,32,11.0,http://tong.visitkorea.or.kr/cms/resource/50/1583450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1583450_image3_1.jpg,6,37.3804209542,128.6645128184,,,,,
26553,2716799,"새천년 해안도로, 깊고 푸른 동해 바다를 온몸으로 맞는다!",25,32,4.0,http://tong.visitkorea.or.kr/cms/resource/58/2716458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2716458_image3_1.jpg,5,0.0,0.0,,,,,
28767,2782493,해파랑길46코스,28,32,2.0,http://tong.visitkorea.or.kr/cms/resource/55/2786555_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2786555_image2_1.jpg,6,38.2703018676,128.5571285486,,강원특별자치도 고성군 토성면 아야진해변길 45,,,
28290,523030,비젼스키샵,28,32,16.0,http://tong.visitkorea.or.kr/cms/resource/16/692416_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/692416_image3_1.jpg,6,37.6147640884,127.6735730921,,강원특별자치도 홍천군 서면 한서로 2166,,,
28353,2702339,소양강둘레길,28,32,10.0,http://tong.visitkorea.or.kr/cms/resource/44/2942744_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2942744_image3_1.jpg,6,38.0779551597,128.1417222793,,강원특별자치도 인제군 인제읍 남북리,,,
28699,2909211,평창하늘캠핑장,28,32,15.0,http://tong.visitkorea.or.kr/cms/resource/90/2909190_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/2909190_image3_1.JPG,6,37.6510830301,128.3156222141,,강원특별자치도 평창군 봉평면 흥정계곡4길 71-8,,,
28393,513604,스키114,28,32,18.0,http://tong.visitkorea.or.kr/cms/resource/23/693423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/693423_image3_1.jpg,6,37.5088339046,128.2261484355,,강원특별자치도 횡성군 둔내면 고원로 222,,,
28298,2702452,사이클경기장,28,32,7.0,,,6,38.0622391049,128.6558260807,,강원특별자치도 양양군 손양면 공항로 149,,,
28819,2732456,힐링스토리캠핑장,28,32,18.0,http://tong.visitkorea.or.kr/cms/resource/37/2732437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2732437_image2_1.jpg,6,37.5142856021,127.9059383164,,강원특별자치도 횡성군 서원면 금대1길 24-68,,,
28107,2759597,늘푸른관광농원,28,32,13.0,http://tong.visitkorea.or.kr/cms/resource/07/2760307_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2760307_image2_1.JPG,6,38.033891602,127.8883494625,,강원특별자치도 춘천시 북산면 추곡약수길 47,,,
28641,1840461,치악산 구룡자동차야영장,28,32,9.0,http://tong.visitkorea.or.kr/cms/resource/98/3045598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3045598_image3_1.jpg,6,37.4080532723,128.0455204927,,강원특별자치도 원주시 소초면 구룡마을길 14,,,
28749,2730828,해담체험마을캠핑장,28,32,7.0,http://tong.visitkorea.or.kr/cms/resource/96/2797096_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2797096_image2_1.jpg,6,37.9854095126,128.5316924856,,강원특별자치도 양양군 서면 구룡령로 2110-39,,,
28294,131862,사기막저수지,28,32,1.0,http://tong.visitkorea.or.kr/cms/resource/20/3047920_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3047920_image3_1.jpg,6,37.7839517092,128.7872117104,,강원특별자치도 강릉시 사천면,산211-1,,
28315,2757981,상순네 오토캠핑장,28,32,8.0,http://tong.visitkorea.or.kr/cms/resource/56/2758256_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/56/2758256_image2_1.JPG,6,37.1550578902,128.6584117719,,강원특별자치도 영월군 중동면 고장골길 76-6,,,
28468,2792005,연포분교야영장,28,32,11.0,http://tong.visitkorea.or.kr/cms/resource/51/2793851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2793851_image2_1.jpg,6,37.2513173918,128.5719111032,,강원특별자치도 정선군 신동읍 연포길 544-6,,,
28198,2727204,마루노리캠핑장,28,32,9.0,http://tong.visitkorea.or.kr/cms/resource/28/2727228_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2727228_image2_1.jpg,6,37.3808183765,127.7921663893,,강원특별자치도 원주시 지정면 지정로 1234,,,
28015,513254,강윤정프로샵(오크점),28,32,9.0,http://tong.visitkorea.or.kr/cms/resource/87/446987_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/446987_image3_1.jpg,6,37.4032492434,127.7990540044,,강원특별자치도 원주시 지정면 구재로 216,,,
28375,2702446,수산항 낚시터,28,32,7.0,,,6,38.0803456768,128.6733933696,,강원특별자치도 양양군 손양면 수산1길 26-41,,,
28181,2762791,러브팩토리펜션캠핑장,28,32,11.0,http://tong.visitkorea.or.kr/cms/resource/42/2763142_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/2763142_image2_1.JPG,6,37.3196338042,128.6797049479,,강원특별자치도 정선군 남면 광락로 519,,,
28399,2743236,스톤엑스캠핑장,28,32,16.0,http://tong.visitkorea.or.kr/cms/resource/76/2743276_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2743276_image2_1.JPG,6,37.6814190131,127.7570330069,,강원특별자치도 홍천군 남면 남노일로 1164-22,,,
28415,2908463,아리아리 숲속야영장,28,32,8.0,http://tong.visitkorea.or.kr/cms/resource/38/2908438_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/2908438_image3_1.JPG,6,37.263706405,128.2130429724,,강원특별자치도 영월군 솔치로 240-70,,,
28145,2755664,돌집야영장,28,32,17.0,http://tong.visitkorea.or.kr/cms/resource/73/2756173_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/2756173_image2_1.JPG,6,38.0226885787,127.8059045345,,강원특별자치도 화천군 간동면 춘양로 777-9,,,
28041,2913653,곰앤패들보드 캠핑장,28,32,1.0,http://tong.visitkorea.or.kr/cms/resource/60/2920460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2920460_image3_1.jpg,6,37.8149974438,128.8953593321,,강원특별자치도 강릉시 해안로 656-1,,,
28433,506262,알프스스키,28,32,15.0,http://tong.visitkorea.or.kr/cms/resource/53/447853_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/447853_image3_1.jpg,6,37.6772818088,128.7001089486,,강원특별자치도 평창군 대관령면 올림픽로 18,,,
28436,1073074,양구 사명산 MTB여행길,28,32,6.0,http://tong.visitkorea.or.kr/cms/resource/51/2566551_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2566551_image2_1.jpg,6,38.0727888774,127.9840090173,,강원특별자치도 양구군 양구읍 학안로 142,,,
28280,2909518,봉즈살롱,28,32,18.0,http://tong.visitkorea.or.kr/cms/resource/00/2909500_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/2909500_image3_1.JPG,6,37.4807129884,127.8253049285,,강원특별자치도 횡성군 서원서로102번길 3-18,,,
28037,2734834,고길동캠핑장,28,32,16.0,http://tong.visitkorea.or.kr/cms/resource/41/2734841_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/2734841_image2_1.JPG,6,37.8277284586,127.8341022345,,강원특별자치도 홍천군 북방면 성동로 1625-16,,,
28569,2791953,인제소재골야영장,28,32,10.0,http://tong.visitkorea.or.kr/cms/resource/62/2793762_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2793762_image2_1.jpg,6,38.1600710812,128.167192451,,강원특별자치도 인제군 북면 냇강효자길 366,,,
